gene_symbol,split,fraction_bio_first,training_set_size,median_rank,test_set_size,iteration
akt1,protein,0.1111111111111111,8.0,0.13861386138613863,9.0,2.0
akt1,random,0.26666666666666666,14.2,0.1001980198019802,1.6,2.0
akt1,scaffold,0.5333333333333333,13.2,0.12079207920792082,3.4,2.0
akt2,random,0.0,3.0,0.6534653465346535,1.0,2.0
akt2,scaffold,0.5,2.5,0.2571830712483013,1.5,2.0
alb,protein,0.09375,8.25,0.49065841458095394,4.75,2.5
alb,random,0.16666666666666666,11.333333333333334,0.3213321332133214,2.0,1.6666666666666667
alb,scaffold,0.0,11.666666666666666,0.5822296515365822,2.0,1.3333333333333333
aldh1a1,protein,0.1,0.0,0.41089108910891087,5.0,2.0
aldh1a1,random,0.0,4.0,0.16081608160816083,1.0,3.0
aldh1a1,scaffold,0.0,3.5,0.25742574257425743,1.0,0.5
aldh2,random,0.5,3.0,0.1,1.0,1.5
aldh2,scaffold,0.0,4.0,0.2,1.0,3.0
aldh3a1,random,0.0,0.0,0.75,1.0,1.0
alk,protein,0.0,34.0,0.13366336633663367,1.0,2.5
alk,random,0.4583333333333333,25.5,0.04455445544554455,3.0,2.0
alk,scaffold,0.6083333333333333,27.5,0.024752475247524754,3.75,2.0
alkbh5,protein,0.0,4.8,0.16285323102581567,1.6,2.0
alkbh5,random,0.5,4.0,0.010869565217391304,1.0,1.5
alox15,random,0.0,1.0,0.801980198019802,1.0,2.0
alox5ap,scaffold,0.0,0.0,0.4158415841584158,1.0,1.0
alpha-lp,scaffold,1.0,0.0,0.0,1.0,2.0
amd1,protein,0.0,0.0,0.7418775210854419,9.0,1.6666666666666667
amd1,random,0.0,6.5,0.6949621432731509,2.0,2.0
amd1,scaffold,0.0,7.0,0.5882352941176471,1.0,0.0
ampc,protein,0.3101694915254237,49.0,0.2675045067531963,13.4,2.0
ampc,random,0.21746031746031744,64.0,0.1531918906176332,6.0,2.0
ampc,scaffold,0.14500000000000002,66.0,0.4273621536910973,7.6,2.0
amy1.1,protein,1.0,0.0,0.0,1.0,4.0
amy2a,protein,0.75,2.0,0.017326732673267328,2.5,2.5
amy2a,random,1.0,3.0,0.0,1.0,0.0
amy2a,scaffold,1.0,2.0,0.0,1.0,3.5
anpep,protein,0.0,1.0,0.03627127418624215,1.0,1.3333333333333333
anpep,random,1.0,0.0,0.0,1.0,4.0
aoc1,protein,0.5,1.0,0.2638201320132013,2.0,2.0
aoc1,random,0.0,1.0,0.09615384615384616,1.0,2.0
aoc1,scaffold,1.0,1.0,0.0,1.0,2.0
aoc3,random,0.0,2.0,0.6341463414634146,1.0,2.0
aoc3,scaffold,0.0,2.0,0.25,1.0,0.0
aox,random,0.0,4.0,0.570957095709571,1.0,1.3333333333333333
apcs,random,0.0,3.5,0.3069306930693069,1.0,1.0
apcs,scaffold,0.3333333333333333,2.0,0.75,3.0,2.0
apha,protein,0.3333333333333333,6.0,0.16666666666666666,3.0,3.0
apha,random,0.3333333333333333,4.333333333333333,0.11457322202808516,1.6666666666666667,2.3333333333333335
apobec3g,protein,0.0,0.0,0.5714285714285714,1.0,0.0
ar,protein,0.07692307692307693,21.333333333333332,0.2183938393839384,9.333333333333334,2.3333333333333335
ar,random,0.375,24.25,0.1642824208891477,3.5,2.0
ar,scaffold,0.4,25.8,0.16278642149929276,2.0,2.0
arg1,protein,0.027777777777777776,17.5,0.21823432343234322,6.0,1.5
arg1,random,0.4,22.6,0.03354904117862766,1.6,2.0
arg1,scaffold,0.16666666666666666,16.666666666666668,0.19982347071916495,2.3333333333333335,3.0
arg2,protein,0.1111111111111111,0.0,0.19801980198019803,9.0,0.5
arg2,random,0.125,6.25,0.1905940594059406,1.5,2.5
arg2,scaffold,0.3333333333333333,4.0,0.0594059405940594,3.0,1.0
aroa,random,0.0,0.0,0.125,1.0,3.0
arok,protein,0.0,0.0,0.358974358974359,1.0,0.0
arok,random,0.0,0.0,0.41025641025641024,1.0,2.5
aroq,protein,0.0,11.0,0.1860147239389876,1.0,2.0
aroq,random,0.25,8.5,0.10342651912250049,1.25,1.5
aroq,scaffold,0.1111111111111111,8.0,0.175580793373455,1.6666666666666667,1.0
atad2,protein,0.1875,0.0,0.30952380952380953,16.0,2.0
atad2,random,0.4666666666666667,15.8,0.09700101704639295,1.4,2.0
atad2,scaffold,0.4,15.4,0.10070721357850072,2.6,2.0
atic,random,1.0,3.0,0.0,1.0,0.0
atp1a1,random,1.0,2.0,0.0,1.0,2.0
atp1a1,scaffold,0.0,2.0,0.6666666666666666,1.0,0.0
atp2a1,protein,0.16666666666666666,0.0,0.07673267326732673,6.0,3.5
atp2a1,random,0.25,11.0,0.23514851485148516,1.5,2.0
atp2a1,scaffold,0.5,12.0,0.35148514851485146,1.0,1.5
atp4a,random,0.0,0.0,0.21782178217821782,1.0,3.0
aurka,protein,0.16666666666666666,95.0,0.25195019501950194,1.75,2.25
aurka,random,0.3733333333333333,77.0,0.07458468535929222,9.0,2.0
aurka,scaffold,0.36428571428571427,82.0,0.1665841584158416,8.6,2.0
aurkb,random,0.5,0.0,0.024509803921568627,1.0,0.5
aurkb-a,protein,0.0,3.0,0.173697804563065,3.5,2.0
aurkb-a,random,0.3333333333333333,5.0,0.36963696369636967,1.0,2.0
aurkb-a,scaffold,0.25,4.5,0.18850286563183175,1.0,1.75
avd,protein,0.6333333333333333,1.8,0.088453431955357,4.0,2.0
avd,random,1.0,5.5,0.0,1.0,3.0
avd,scaffold,0.6666666666666666,5.0,0.11695906432748537,1.6666666666666667,2.0
axl,protein,0.0,0.6666666666666666,0.8148148148148148,1.0,3.0
axl,scaffold,0.3333333333333333,0.0,0.19999999999999998,1.0,1.3333333333333333
bace1,protein,0.6666666666666666,325.0,0.0,3.0,0.0
bace1,random,0.6167322737175678,263.4,0.0019801980198019802,30.2,2.0
bace1,scaffold,0.5368298368298369,265.6,0.012829315060020057,31.6,2.0
bace2,protein,0.75,0.0,0.0,4.0,0.0
bace2,random,0.6666666666666666,3.0,0.029411764705882356,1.0,1.3333333333333333
bace2,scaffold,0.75,2.5,0.0297029702970297,1.5,2.5
baz2a,protein,0.0,2.0,0.5833333333333333,4.0,3.0
baz2a,random,0.375,13.0,0.2878597062167042,1.5,2.5
baz2a,scaffold,0.3333333333333333,12.666666666666666,0.3412556187745472,1.6666666666666667,1.0
baz2b,protein,0.0,4.0,0.5012376237623762,11.5,2.5
baz2b,random,0.09,36.8,0.2591523191728039,3.2,2.0
baz2b,scaffold,0.03571428571428571,39.5,0.3705766264225787,3.0,2.0
bbox1,protein,0.0,3.0,0.10452853598014888,3.5,1.5
bbox1,random,0.5,5.0,0.3076923076923077,1.0,2.0
bbox1,scaffold,0.0,1.0,0.6633663366336633,1.0,2.5
bcat2,random,0.0,0.0,0.72,1.0,1.0
bcat2,scaffold,0.0,0.0,0.62,1.0,1.5
bche,random,0.6,16.6,0.03663366336633663,1.4,2.0
bche,scaffold,0.16666666666666666,17.2,0.24554455445544554,2.4,2.0
bcl2,random,0.0,3.0,0.5396039603960396,1.0,1.0
bcl2,scaffold,0.0,2.6666666666666665,0.5841584158415842,1.0,2.3333333333333335
bcl2l1,protein,1.0,13.0,0.0,1.0,1.0
bcl2l1,random,0.0,10.0,0.25742574257425743,1.0,2.0
bcl2l1,scaffold,0.125,10.25,0.23638613861386143,2.5,2.5
bcl6,protein,0.0,20.0,0.3069306930693069,1.0,2.0
bcl6,random,0.30666666666666664,14.6,0.18217821782178217,2.6,2.0
bcl6,scaffold,0.06666666666666667,17.0,0.34836360886497814,1.8,2.0
betvia,protein,0.0,0.0,0.9504950495049505,1.0,4.0
bhmt,protein,0.0,0.0,0.5806451612903226,1.0,3.0
bhmt,random,0.0,0.0,0.5161290322580645,1.0,4.0
bira,random,1.0,7.333333333333333,0.0,2.3333333333333335,1.6666666666666667
bira,scaffold,1.0,6.333333333333333,0.0,2.6666666666666665,2.6666666666666665
birc2,protein,0.6666666666666666,0.0,0.0,6.0,3.0
birc2,random,0.625,5.5,0.014355742296918767,1.25,2.25
birc2,scaffold,0.75,5.0,0.012254901960784314,1.5,2.0
birc7,protein,0.5,0.0,0.0297029702970297,2.0,3.0
birc7,random,0.5,1.0,0.0049504950495049506,1.0,1.5
bla,protein,0.2636927690001153,57.6,0.21551709792828025,24.8,2.0
bla,random,0.222991452991453,66.6,0.1271986022131625,9.0,2.0
bla,scaffold,0.3085714285714286,71.8,0.24734060499139576,6.0,2.0
blab1,protein,0.5,0.5,0.05555555555555555,1.0,2.5
blab1,scaffold,0.0,0.0,0.38095238095238093,1.0,2.0
blactx-m-14,protein,0.0,0.0,0.11274509803921569,1.0,0.5
blactx-m-14,scaffold,0.0,0.0,0.4466019417475728,1.0,2.5
blafez-1,random,0.0,0.0,0.6111111111111112,1.0,3.0
blafez-1,scaffold,0.0,0.0,0.6111111111111112,1.0,2.0
blandm-1,protein,0.0,10.0,0.17647058823529413,1.0,2.0
blandm-1,random,0.38888888888888884,7.0,0.3333333333333333,2.0,3.0
blandm-1,scaffold,0.0,8.0,0.45728140588994964,1.0,2.0
blaoxa-33,protein,0.3,8.25,0.0793379681374731,3.25,1.5
blaoxa-33,random,0.3333333333333333,9.0,0.34722772277227726,1.5,2.25
blaoxa-33,scaffold,0.0,7.333333333333333,0.14278780819258396,2.0,2.0
blaper-2,protein,0.25,0.75,0.007330074070755492,1.0,1.5
blaper-2,random,1.0,0.0,0.0,1.0,2.0
blat-3,protein,0.0,4.0,0.3666698400609292,5.0,0.5
blat-3,random,0.0,5.5,0.15487561361178134,2.5,2.5
blat-3,scaffold,0.0,5.75,0.2835978450786255,1.5,2.0
blat-4,protein,0.0,4.0,0.3666698400609292,5.0,0.5
blat-4,random,0.0,5.5,0.15487561361178134,2.5,2.5
blat-4,scaffold,0.0,5.75,0.2835978450786255,1.5,2.0
blat-5,protein,0.0,4.0,0.3666698400609292,5.0,0.5
blat-5,random,0.0,5.5,0.15487561361178134,2.5,2.5
blat-5,scaffold,0.0,5.75,0.2835978450786255,1.5,2.0
blat-6,protein,0.0,4.0,0.3666698400609292,5.0,0.5
blat-6,random,0.0,5.5,0.15487561361178134,2.5,2.5
blat-6,scaffold,0.0,5.75,0.2835978450786255,1.5,2.0
blauoe-1,protein,0.25,0.0,0.17715006794797128,2.5,1.5
blauoe-1,random,0.5,2.0,0.0196078431372549,1.0,1.5
blauoe-1,scaffold,0.5,1.5,0.004901960784313725,1.0,1.5
blavim-2,protein,0.5,23.0,0.07983193277310924,2.5,2.5
blavim-2,random,0.25,20.75,0.19584920030464584,1.25,1.75
blavim-2,scaffold,0.25,19.5,0.22134913801939202,2.0,2.25
blm,protein,0.3055555555555556,4.5,0.3359264497878359,5.5,2.5
blm,random,0.125,6.75,0.12103174603174602,1.25,2.5
blm,scaffold,0.0,7.5,0.5733913453457147,1.5,1.0
bmp2k,protein,0.0,0.0,0.17787808192583965,2.0,3.0
bmp2k,random,0.3333333333333333,0.3333333333333333,0.08567915615090921,1.0,1.6666666666666667
bmy1,protein,0.0,0.0,0.009900990099009901,1.0,2.0
botb,protein,0.0,0.0,0.09658225437928408,2.0,1.0
botb,random,0.0,1.0,0.5769230769230769,1.0,0.0
botb,scaffold,0.0,4.0,0.7029702970297029,1.0,3.0
braf,protein,0.0,44.0,0.05926033779848573,2.0,1.0
braf,random,0.1288888888888889,34.2,0.14676024564481766,5.0,2.0
braf,scaffold,0.18047619047619048,34.4,0.15742574257425743,5.0,2.0
brd2,protein,0.07142857142857142,14.0,0.35587671670392845,7.5,3.5
brd2,random,0.06666666666666667,21.6,0.20377439590134375,3.2,2.0
brd2,scaffold,0.419047619047619,22.4,0.06826730692276911,3.0,2.0
brd3,protein,0.0,0.0,0.7623762376237624,1.0,1.5
brd3,random,0.0,0.0,0.8316831683168316,1.0,0.0
brd4,protein,0.1201923076923077,141.75,0.08322363598904908,6.0,2.25
brd4,random,0.16726797385620915,149.6,0.16872127873561155,19.0,2.0
brd4,scaffold,0.31384615384615383,158.8,0.085357905538453,15.6,2.0
brd9,protein,0.017857142857142856,12.0,0.3062234794908062,4.25,1.5
brd9,random,0.29166666666666663,12.0,0.24216171617161716,1.75,1.75
brd9,scaffold,0.6666666666666666,11.0,0.08415841584158416,2.0,1.0
brdt,random,1.0,0.0,0.0,1.0,2.0
brdt,scaffold,0.0,0.0,0.02857142857142857,1.0,2.0
brpf1,protein,0.05555555555555555,48.0,0.36200495049504955,9.5,2.5
brpf1,random,0.16666666666666666,78.0,0.1886845827439887,2.0,2.0
brpf1,scaffold,0.24,78.0,0.2683663366336634,2.6,2.0
btk,protein,0.5459183673469388,37.5,0.07673267326732673,13.0,2.25
btk,random,0.305,38.4,0.11782178217821784,6.4,2.0
btk,scaffold,0.4833333333333333,41.6,0.07722772277227721,4.2,2.0
bub1,protein,0.0,0.0,0.0891089108910891,1.0,0.0
bub1,scaffold,0.0,0.0,0.10891089108910891,1.0,4.0
c5ar1,protein,0.5,0.0,0.07920792079207921,1.0,2.5
c5ar1,scaffold,0.0,0.0,0.9900990099009901,1.0,4.0
ca1,protein,0.5625,16.0,0.10778577857785779,2.75,1.5
ca1,random,0.41666666666666663,13.0,0.37376237623762376,2.25,2.5
ca1,scaffold,0.0,14.0,0.3580858085808581,2.0,2.5
ca12,protein,0.609375,12.0,0.08415032679738561,4.75,1.5
ca12,random,0.7333333333333333,12.0,0.013655462184873948,1.6,2.0
ca12,scaffold,1.0,13.0,0.0,2.0,1.0
ca13,protein,0.6,7.5,0.08182068206820682,3.25,1.5
ca13,random,0.7083333333333333,7.75,0.01715686274509804,1.75,2.5
ca13,scaffold,1.0,8.0,0.0,1.0,0.0
ca14,protein,1.0,0.0,0.0,1.0,0.0
ca14,random,0.0,0.0,0.00980392156862745,1.0,3.0
ca2,protein,0.4212121212121212,210.0,0.285609593987364,83.75,1.5
ca2,random,0.28267319642531863,338.2,0.11316512296390928,35.0,2.0
ca2,scaffold,0.30869405385534415,350.6,0.1793179317931793,26.2,2.0
ca4,protein,0.6111111111111112,6.75,0.16070102155846652,3.25,1.5
ca4,random,0.3333333333333333,5.0,0.019801980198019802,2.0,2.5
ca4,scaffold,0.6666666666666666,7.333333333333333,0.22772277227722773,1.0,2.0
ca7,protein,0.7,5.0,0.06818181818181818,2.0,1.5
ca7,random,1.0,3.5,0.0,1.0,0.5
ca9,protein,0.3333333333333333,0.0,0.038834951456310676,3.0,0.0
ca9,random,0.5,5.0,0.07920792079207921,1.0,2.5
ca9,scaffold,0.0,5.5,0.10125479117102829,1.5,2.0
calcrl,random,0.0,0.0,0.5643564356435643,1.0,3.0
calcrl,scaffold,1.0,0.0,0.0,1.0,2.0
camkk2,protein,0.3333333333333333,0.0,0.16326530612244897,3.0,0.0
camkk2,scaffold,0.0,2.0,0.44387755102040816,1.0,2.5
capns1,random,0.0,1.0,0.7184818481848185,2.0,3.0
carm1,protein,0.0,4.0,0.009900990099009901,1.0,2.5
carm1,random,0.0,7.0,0.0891089108910891,1.0,0.5
carm1,scaffold,0.0,6.75,0.3774752475247525,1.25,2.0
casp1,protein,0.0,1.0,0.24257425742574257,4.0,1.0
casp1,random,0.5,2.5,0.23514851485148516,1.5,0.5
casp1,scaffold,0.0,3.0,0.11386138613861387,2.0,0.0
casp3,protein,0.35,7.0,0.04702970297029703,3.5,2.0
casp3,random,0.1,11.6,0.5603960396039603,1.4,2.0
casp3,scaffold,0.0,11.0,0.4752475247524753,1.0,1.75
casp6,scaffold,0.0,7.0,0.7142857142857143,1.0,2.0
casp7,random,0.0,1.0,0.3465346534653465,1.0,2.0
casp7,scaffold,0.0,0.0,0.06930693069306931,1.0,2.0
casp8,random,0.0,0.5,0.0891089108910891,1.0,1.5
casp8,scaffold,0.0,1.0,0.06930693069306931,1.0,0.0
casr,protein,0.0,0.8,0.3911497584541063,1.0,2.0
casr,random,0.0,0.0,0.01639344262295082,1.0,4.0
ccr2,protein,1.0,0.0,0.0,1.0,3.0
ccr7,protein,0.0,0.0,0.9801980198019802,1.0,3.0
ccra,random,0.5,1.0,0.01485148514851485,2.0,2.0
ccra,scaffold,0.5,1.6666666666666667,0.12843784378437842,1.6666666666666667,1.6666666666666667
cd1d1,scaffold,1.0,2.0,0.0,2.0,1.0
cd207,protein,1.0,0.0,0.0,1.0,4.0
cd207,scaffold,0.0,0.0,0.019801980198019802,1.0,1.0
cd274,protein,0.0,0.0,0.5099009900990099,2.0,1.0
cd274,random,0.0,1.0,0.7227722772277227,1.0,4.0
cd38,random,0.0,1.0,0.4752475247524752,1.0,4.0
cd38,scaffold,0.0,0.0,0.8518734226363813,2.0,0.0
cd44,random,0.0,4.333333333333333,0.2967741935483871,1.3333333333333333,1.0
cdc42bpb,random,0.0,1.0,0.044279427942794276,1.0,2.3333333333333335
cdc42bpb,scaffold,0.0,1.0,0.9108910891089109,1.0,4.0
cdk1,random,0.0,2.5,0.058042382374906644,1.5,3.5
cdk1,scaffold,1.0,4.0,0.0,1.0,0.0
cdk12,random,1.0,1.0,0.0,1.0,2.0
cdk2,protein,0.2,191.2,0.33866100895803863,1.4,2.0
cdk2,random,0.3738489009083975,187.8,0.07114436162717394,22.0,2.0
cdk2,scaffold,0.34168956043956045,196.2,0.059219129460115816,19.8,2.0
cdk5,random,0.0,3.0,0.009900990099009901,1.0,0.0
cdk5,scaffold,0.0,3.0,0.14285714285714285,1.0,2.0
cdk6,random,0.0,3.0,0.10808580858085809,2.0,3.0
cdk6,scaffold,0.6666666666666666,3.6666666666666665,0.013201320132013201,1.0,2.0
cdk8,protein,0.0,0.0,0.37623762376237624,21.0,2.0
cdk8,random,0.3,18.2,0.351273058097165,1.2,2.0
cdk8,scaffold,0.05,16.8,0.33976946321532864,2.0,2.0
cdk9,random,0.5,8.5,0.0672533245971656,1.5,1.75
cdk9,scaffold,0.375,8.25,0.06770833333333333,1.25,2.0
cdpk1,protein,0.6666666666666666,16.0,0.0,3.0,3.0
cdpk1,random,0.25,12.0,0.1398660454280722,2.5,1.75
cdpk1,scaffold,0.1,11.2,0.3936746219235274,2.0,2.0
cecr2,protein,0.0,0.0,0.36303630363036304,1.0,2.0
cecr2,random,0.0,0.0,0.019801980198019802,1.0,2.0
cecr2,scaffold,0.0,0.0,0.594059405940594,1.0,1.0
cela1,random,0.25,9.25,0.19306930693069305,1.0,1.5
cela1,scaffold,0.5,10.0,0.024092409240924092,1.5,1.5
cert1,random,0.5,8.0,0.19306930693069307,1.0,2.5
cert1,scaffold,0.0,10.0,0.27722772277227725,1.0,3.0
ces1,protein,0.5,1.0,0.49504950495049505,1.0,3.5
ces1,random,0.0,0.5,0.14215686274509803,1.0,2.0
cfd,random,0.4933333333333333,17.2,0.047524752475247525,3.6,2.0
cfd,scaffold,0.35,17.0,0.12871287128712872,3.25,1.5
cftr,scaffold,0.0,0.0,0.43548387096774194,1.0,0.0
cgas,protein,0.0,0.0,0.3172715894868586,6.0,0.0
cgas,random,0.0,6.5,0.24966263522472398,1.25,1.5
cgas,scaffold,0.0,5.0,0.3672539312754805,2.0,3.5
chek1,protein,0.43614457831325304,72.0,0.31752475247524753,17.4,2.0
chek1,random,0.25,73.0,0.1967932160465649,7.4,2.0
chek1,scaffold,0.28134920634920635,72.6,0.20224422442244222,11.0,2.0
chek2,protein,0.17307692307692307,0.0,0.27351485148514854,26.0,3.0
chek2,random,0.20833333333333331,24.25,0.1853060306030603,2.0,2.25
chek2,scaffold,0.04,24.4,0.3925158805473307,2.6,2.0
chia,protein,0.16666666666666666,0.0,0.15418396678377516,6.0,0.0
chia,random,0.0,3.6666666666666665,0.28537208559565636,1.0,1.6666666666666667
chia,scaffold,0.0,5.0,0.06451612903225806,1.0,2.0
chia1,protein,0.25,0.0,0.16955445544554457,2.0,1.5
chib,protein,0.8333333333333334,0.0,0.0,6.0,4.0
chib,random,1.0,4.666666666666667,0.0,1.3333333333333333,3.0
chib,scaffold,0.8333333333333334,4.0,0.0016501650165016502,2.0,1.3333333333333333
chib1,protein,0.19999999999999998,4.666666666666667,0.1699346405228758,2.3333333333333335,1.6666666666666667
chib1,random,0.0,5.666666666666667,0.2642149929278642,1.0,2.3333333333333335
chib1,scaffold,1.0,3.0,0.0,1.0,3.0
chit1,random,1.0,2.0,0.0,1.0,2.0
chit1,scaffold,0.3333333333333333,1.0,0.1353135313531353,2.0,1.3333333333333333
chka,protein,0.38461538461538464,0.0,0.06930693069306931,13.0,2.0
chka,random,0.35,9.4,0.10964043772798333,2.0,2.0
chka,scaffold,0.3333333333333333,10.25,0.3129233976029182,1.75,1.75
chrm2,random,0.0,4.0,0.24752475247524752,1.0,4.0
chrna4,protein,0.0,3.0,0.42857142857142855,1.0,1.6666666666666667
chrna7,protein,0.14285714285714285,2.3333333333333335,0.20089428297668477,5.0,2.0
chrna7,random,0.0,5.0,0.29901960784313725,2.0,3.0
chrna7,scaffold,0.125,5.0,0.1629032258064516,1.25,1.5
clk1,protein,0.4285714285714286,6.75,0.19,2.5,2.5
clk1,random,0.25,6.5,0.23519492574257425,1.25,2.25
clk1,scaffold,0.8333333333333334,5.5,0.16666666666666666,2.0,2.25
clk2,protein,0.3333333333333333,4.0,0.11574074074074074,1.0,2.0
clk2,random,0.5,3.0,0.05737704918032787,1.0,3.0
clk2,scaffold,1.0,2.0,0.0,1.0,3.0
clk3,protein,0.3333333333333333,2.6666666666666665,0.13315914924825814,2.0,2.0
clk3,random,0.3333333333333333,3.0,0.28052805280528054,1.0,3.0
clk3,scaffold,0.5,2.0,0.22794117647058823,2.0,3.5
clk4,protein,0.3333333333333333,0.3333333333333333,0.11574074074074074,1.0,2.0
clk4,random,1.0,0.0,0.0,1.0,2.0
clk4,scaffold,1.0,0.0,0.0,1.0,3.0
cltc,protein,0.5,0.0,0.25824175824175827,2.0,2.0
cltc,scaffold,0.0,1.0,0.45454545454545453,1.0,2.0
cma1,random,0.5,6.5,0.4900990099009901,1.0,2.0
cma1,scaffold,0.0,6.666666666666667,0.26732673267326734,1.0,2.3333333333333335
cnot6l,protein,0.0,0.0,0.19801980198019803,1.0,0.5
cnr1,scaffold,0.5,0.0,0.039603960396039604,1.0,1.5
cnr2,protein,0.0,0.0,0.18811881188118812,1.0,4.0
cnr2,scaffold,1.0,0.0,0.0,1.0,1.0
coad,random,0.2,14.8,0.18597489160680775,2.0,2.0
coad,scaffold,0.3333333333333333,16.333333333333332,0.2388626957933889,1.6666666666666667,1.3333333333333333
comt,protein,0.9,24.8,0.04,1.2,2.0
comt,random,0.41666666666666663,24.0,0.16985148514851486,3.5,2.25
comt,scaffold,0.7222222222222222,26.666666666666668,0.028219488615528216,2.6666666666666665,2.6666666666666665
cops5,random,1.0,2.0,0.0,1.0,2.0
cops5,scaffold,0.5,2.0,0.13861386138613863,1.0,1.5
cpa1,protein,0.0,9.8,0.38667933786273534,3.4,2.0
cpa1,random,0.1,9.4,0.3503175527636797,2.0,2.0
cpb1,random,0.0,4.0,0.6683168316831684,1.3333333333333333,2.3333333333333335
cpb1,scaffold,0.0,4.0,0.25412541254125415,1.0,3.0
cpb2,protein,0.0,1.0,0.48514851485148514,1.0,1.5
cpb2,random,0.0,1.0,0.009708737864077669,1.0,3.0
cpha,protein,0.0,0.0,0.2376237623762376,1.0,2.0
cpt2,protein,0.75,0.0,0.007425742574257425,2.0,1.5
crabp2,random,0.0,8.0,0.23255813953488372,1.0,0.0
crebbp,random,0.09,61.6,0.3046804680468047,4.2,2.0
crebbp,scaffold,0.2,67.2,0.15341819896275338,3.6,2.0
crhr1,scaffold,0.0,0.0,0.5643564356435643,1.0,0.0
